"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814759","9.2.3.15.1","","F","","","0"
"2017","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814759","9.2.3.15.1","","F","","","0"
"2018","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814759","9.2.3.15.1","","F","","","0"
"2019","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814759","9.2.3.15.1","","F","","","0"
"2015","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814762","9.2.3.15.4","","F","","","1"
"2016","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814762","9.2.3.15.4","","F","","","1"
"2017","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814762","9.2.3.15.4","","F","","","1"
"2018","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814762","9.2.3.15.4","","F","","","1"
"2019","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814762","9.2.3.15.4","","F","","","1"
"2015","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110814766","9.2.3.16.1","","F","","","0"
"2016","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110814766","9.2.3.16.1","","F","","","0"
"2017","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110814766","9.2.3.16.1","","F","","","0"
"2018","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110814766","9.2.3.16.1","","F","","","0"
"2019","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110814766","9.2.3.16.1","","F","","","0"
"2015","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110814769","9.2.3.16.4","","F","","","1"
"2016","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110814769","9.2.3.16.4","","F","","","1"
"2017","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110814769","9.2.3.16.4","","F","","","1"
"2018","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110814769","9.2.3.16.4","","F","","","1"
"2019","Saskatchewan","2016A000247","12 to 17 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110814769","9.2.3.16.4","","F","","","1"
"2015","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814941","9.3.1.15.1","62600","","","","0"
"2016","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814941","9.3.1.15.1","51900","","","","0"
"2017","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814941","9.3.1.15.1","65000","","","","0"
"2018","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814941","9.3.1.15.1","58200","","","","0"
"2019","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110814941","9.3.1.15.1","61300","","","","0"
"2015","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814944","9.3.1.15.4","24.0","","","","1"
"2016","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814944","9.3.1.15.4","19.9","","","","1"
"2017","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814944","9.3.1.15.4","25.0","","","","1"
"2018","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814944","9.3.1.15.4","22.4","","","","1"
"2019","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110814944","9.3.1.15.4","23.9","","","","1"
"2015","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110814948","9.3.1.16.1","47800","","","","0"
"2016","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110814948","9.3.1.16.1","37100","","","","0"
"2017","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110814948","9.3.1.16.1","43700","","","","0"
"2018","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110814948","9.3.1.16.1","33000","E","","","0"
"2019","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110814948","9.3.1.16.1","42100","E","","","0"
"2015","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110814951","9.3.1.16.4","18.4","","","","1"
"2016","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110814951","9.3.1.16.4","14.2","","","","1"
"2017","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110814951","9.3.1.16.4","16.8","","","","1"
"2018","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110814951","9.3.1.16.4","12.7","E","","","1"
"2019","Saskatchewan","2016A000247","18 to 34 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110814951","9.3.1.16.4","16.4","E","","","1"
"2015","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815123","9.3.2.15.1","35500","E","","","0"
"2016","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815123","9.3.2.15.1","29900","","","","0"
"2017","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815123","9.3.2.15.1","39900","","","","0"
"2018","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815123","9.3.2.15.1","33300","E","","","0"
"2019","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815123","9.3.2.15.1","33000","E","","","0"
"2015","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815126","9.3.2.15.4","26.3","E","","","1"
"2016","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815126","9.3.2.15.4","22.2","","","","1"
"2017","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815126","9.3.2.15.4","29.8","","","","1"
"2018","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815126","9.3.2.15.4","24.8","E","","","1"
"2019","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815126","9.3.2.15.4","24.9","E","","","1"
"2015","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815130","9.3.2.16.1","26900","E","","","0"
"2016","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815130","9.3.2.16.1","20900","E","","","0"
"2017","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815130","9.3.2.16.1","25700","E","","","0"
"2018","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815130","9.3.2.16.1","14100","E","","","0"
"2019","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815130","9.3.2.16.1","21700","E","","","0"
"2015","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815133","9.3.2.16.4","19.9","E","","","1"
"2016","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815133","9.3.2.16.4","15.5","E","","","1"
"2017","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815133","9.3.2.16.4","19.1","E","","","1"
"2018","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815133","9.3.2.16.4","10.5","E","","","1"
"2019","Saskatchewan","2016A000247","18 to 34 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815133","9.3.2.16.4","16.4","E","","","1"
"2015","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815305","9.3.3.15.1","27100","E","","","0"
"2016","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815305","9.3.3.15.1","22000","E","","","0"
"2017","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815305","9.3.3.15.1","25100","E","","","0"
"2018","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815305","9.3.3.15.1","25000","E","","","0"
"2019","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815305","9.3.3.15.1","28300","E","","","0"
"2015","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815308","9.3.3.15.4","21.5","E","","","1"
"2016","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815308","9.3.3.15.4","17.4","E","","","1"
"2017","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815308","9.3.3.15.4","19.9","E","","","1"
"2018","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815308","9.3.3.15.4","19.9","E","","","1"
"2019","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815308","9.3.3.15.4","22.9","E","","","1"
"2015","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815312","9.3.3.16.1","21000","E","","","0"
"2016","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815312","9.3.3.16.1","16100","E","","","0"
"2017","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815312","9.3.3.16.1","18000","E","","","0"
"2018","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815312","9.3.3.16.1","18800","E","","","0"
"2019","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815312","9.3.3.16.1","20400","E","","","0"
"2015","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815315","9.3.3.16.4","16.7","E","","","1"
"2016","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815315","9.3.3.16.4","12.8","E","","","1"
"2017","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815315","9.3.3.16.4","14.3","E","","","1"
"2018","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815315","9.3.3.16.4","15.0","E","","","1"
"2019","Saskatchewan","2016A000247","18 to 34 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815315","9.3.3.16.4","16.5","E","","","1"
"2015","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815487","9.4.1.15.1","54200","","","","0"
"2016","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815487","9.4.1.15.1","38900","","","","0"
"2017","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815487","9.4.1.15.1","44800","","","","0"
"2018","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815487","9.4.1.15.1","52200","","","","0"
"2019","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815487","9.4.1.15.1","37800","","","","0"
"2015","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815490","9.4.1.15.4","27.6","","","","1"
"2016","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815490","9.4.1.15.4","19.4","","","","1"
"2017","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815490","9.4.1.15.4","21.9","","","","1"
"2018","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815490","9.4.1.15.4","24.8","","","","1"
"2019","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815490","9.4.1.15.4","17.5","","","","1"
"2015","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110815494","9.4.1.16.1","45900","","","","0"
"2016","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110815494","9.4.1.16.1","30100","","","","0"
"2017","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110815494","9.4.1.16.1","32900","","","","0"
"2018","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110815494","9.4.1.16.1","42600","","","","0"
"2019","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110815494","9.4.1.16.1","28100","E","","","0"
"2015","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110815497","9.4.1.16.4","23.4","","","","1"
"2016","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110815497","9.4.1.16.4","15.0","","","","1"
"2017","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110815497","9.4.1.16.4","16.1","","","","1"
"2018","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110815497","9.4.1.16.4","20.3","","","","1"
"2019","Saskatchewan","2016A000247","35 to 49 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110815497","9.4.1.16.4","13.0","E","","","1"
"2015","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815669","9.4.2.15.1","31100","E","","","0"
"2016","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815669","9.4.2.15.1","23200","E","","","0"
"2017","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815669","9.4.2.15.1","25900","","","","0"
"2018","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815669","9.4.2.15.1","22400","E","","","0"
"2019","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815669","9.4.2.15.1","17800","E","","","0"
"2015","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815672","9.4.2.15.4","30.9","E","","","1"
"2016","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815672","9.4.2.15.4","22.6","E","","","1"
"2017","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815672","9.4.2.15.4","24.8","","","","1"
"2018","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815672","9.4.2.15.4","20.9","E","","","1"
"2019","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815672","9.4.2.15.4","16.2","E","","","1"
"2015","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815676","9.4.2.16.1","25300","E","","","0"
"2016","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815676","9.4.2.16.1","19300","E","","","0"
"2017","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815676","9.4.2.16.1","18900","E","","","0"
"2018","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815676","9.4.2.16.1","17900","E","","","0"
"2019","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110815676","9.4.2.16.1","12800","E","","","0"
"2015","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815679","9.4.2.16.4","25.1","E","","","1"
"2016","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815679","9.4.2.16.4","18.8","E","","","1"
"2017","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815679","9.4.2.16.4","18.1","E","","","1"
"2018","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815679","9.4.2.16.4","16.7","E","","","1"
"2019","Saskatchewan","2016A000247","35 to 49 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110815679","9.4.2.16.4","11.7","E","","","1"
"2015","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815851","9.4.3.15.1","23100","","","","0"
"2016","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815851","9.4.3.15.1","15700","E","","","0"
"2017","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815851","9.4.3.15.1","18900","E","","","0"
"2018","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815851","9.4.3.15.1","29800","","","","0"
"2019","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110815851","9.4.3.15.1","19900","E","","","0"
"2015","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815854","9.4.3.15.4","24.1","","","","1"
"2016","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815854","9.4.3.15.4","16.0","E","","","1"
"2017","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815854","9.4.3.15.4","18.9","E","","","1"
"2018","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815854","9.4.3.15.4","28.9","","","","1"
"2019","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110815854","9.4.3.15.4","18.8","E","","","1"
"2015","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815858","9.4.3.16.1","20600","E","","","0"
"2016","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815858","9.4.3.16.1","10800","E","","","0"
"2017","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815858","9.4.3.16.1","14000","E","","","0"
"2018","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815858","9.4.3.16.1","24700","E","","","0"
"2019","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110815858","9.4.3.16.1","15300","E","","","0"
"2015","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815861","9.4.3.16.4","21.6","E","","","1"
"2016","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815861","9.4.3.16.4","11.1","E","","","1"
"2017","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815861","9.4.3.16.4","14.0","E","","","1"
"2018","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815861","9.4.3.16.4","23.9","E","","","1"
"2019","Saskatchewan","2016A000247","35 to 49 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110815861","9.4.3.16.4","14.4","E","","","1"
"2015","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816033","9.5.1.15.1","53900","","","","0"
"2016","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816033","9.5.1.15.1","45600","","","","0"
"2017","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816033","9.5.1.15.1","49700","","","","0"
"2018","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816033","9.5.1.15.1","48900","","","","0"
"2019","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816033","9.5.1.15.1","36600","","","","0"
"2015","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816036","9.5.1.15.4","25.1","","","","1"
"2016","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816036","9.5.1.15.4","21.3","","","","1"
"2017","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816036","9.5.1.15.4","23.4","","","","1"
"2018","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816036","9.5.1.15.4","23.1","","","","1"
"2019","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816036","9.5.1.15.4","17.6","","","","1"
"2015","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816040","9.5.1.16.1","40500","","","","0"
"2016","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816040","9.5.1.16.1","35500","","","","0"
"2017","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816040","9.5.1.16.1","39200","","","","0"
"2018","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816040","9.5.1.16.1","37200","","","","0"
"2019","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110816040","9.5.1.16.1","31000","","","","0"
"2015","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816043","9.5.1.16.4","18.9","","","","1"
"2016","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816043","9.5.1.16.4","16.6","","","","1"
"2017","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816043","9.5.1.16.4","18.4","","","","1"
"2018","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816043","9.5.1.16.4","17.5","","","","1"
"2019","Saskatchewan","2016A000247","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110816043","9.5.1.16.4","14.9","","","","1"
"2015","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816215","9.5.2.15.1","28900","","","","0"
"2016","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816215","9.5.2.15.1","34600","","","","0"
"2017","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816215","9.5.2.15.1","29200","","","","0"
"2018","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816215","9.5.2.15.1","28300","E","","","0"
"2019","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110816215","9.5.2.15.1","23200","E","","","0"
"2015","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816218","9.5.2.15.4","26.5","","","","1"
"2016","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816218","9.5.2.15.4","31.7","","","","1"
"2017","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816218","9.5.2.15.4","26.8","","","","1"
"2018","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816218","9.5.2.15.4","26.2","E","","","1"
"2019","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110816218","9.5.2.15.4","22.1","E","","","1"
"2015","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816222","9.5.2.16.1","18500","E","","","0"
"2016","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816222","9.5.2.16.1","26400","E","","","0"
"2017","Saskatchewan","2016A000247","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110816222","9.5.2.16.1","21300","E","","","0"
